,DISTRICT_NAME,MONTH,USER_ENGAGEMENT,FAMILY_ENGAGEMENT,USER_COUNT,PRACTICE
629,BAY HAVEN SCHOOL OF BASICS PLUS,2,0.0,0.0,44,1142.0
630,BAY HAVEN SCHOOL OF BASICS PLUS,3,25.0,0.0,44,1142.0
631,BAY HAVEN SCHOOL OF BASICS PLUS,4,38.0,38.0,44,1142.0
632,BAY HAVEN SCHOOL OF BASICS PLUS,5,38.0,38.0,44,1142.0
633,BAY HAVEN SCHOOL OF BASICS PLUS,6,38.0,38.0,44,1142.0
634,BAY HAVEN SCHOOL OF BASICS PLUS,7,38.0,0.0,44,1142.0
635,BAY HAVEN SCHOOL OF BASICS PLUS,8,38.0,39.0,44,1142.0
636,BAY HAVEN SCHOOL OF BASICS PLUS,9,33.0,39.0,44,1142.0
637,BAY HAVEN SCHOOL OF BASICS PLUS,10,44.0,39.0,44,1142.0
638,BAY HAVEN SCHOOL OF BASICS PLUS,11,44.0,39.0,44,1142.0
639,BAY HAVEN SCHOOL OF BASICS PLUS,12,44.0,39.0,44,1142.0
